date,open,high,low,close,volume
2017-05-31,22532.0,23658.0,22600.0,23540.0,3087300
2017-06-03,23540.0,24717.0,23810.0,24598.0,2882305
2017-06-06,24598.0,25200.0,24800.0,24998.0,1153339
2017-06-07,24998.0,25010.0,23749.0,24012.0,1549640
2017-06-10,24012.0,24999.0,24012.0,24655.0,389675
2017-06-11,24655.0,24750.0,23850.0,24434.0,285235
2017-06-12,24434.0,24000.0,23601.0,23949.0,534625
2017-06-13,23949.0,24238.0,23900.0,24054.0,345170
2017-06-14,24054.0,24699.0,24000.0,24488.0,511965
2017-06-17,24488.0,24900.0,24100.0,24471.0,287952
2017-06-18,24471.0,24790.0,23752.0,24342.0,725979
2017-06-19,24342.0,24638.0,23751.0,24422.0,1559080
2017-06-20,24422.0,24699.0,24303.0,24442.0,273991
2017-06-21,24442.0,24449.0,24110.0,24415.0,1250718
2017-06-24,24415.0,24750.0,23842.0,24252.0,585001
2017-06-25,24252.0,24590.0,23900.0,24081.0,237387
2017-06-28,24081.0,24200.0,23587.0,23759.0,341183
2017-07-01,23759.0,24199.0,23500.0,23783.0,246853
2017-07-02,23783.0,24000.0,23300.0,23721.0,495024
2017-07-03,23721.0,24300.0,23753.0,24070.0,872897
2017-07-04,24070.0,24850.0,24050.0,24260.0,1999310
2017-07-05,24260.0,25473.0,24900.0,25452.0,2276044
2017-07-08,25452.0,26472.0,25454.0,26087.0,1843763
2017-07-09,26087.0,26690.0,25900.0,26022.0,4461422
2017-07-10,26022.0,27090.0,26100.0,26441.0,3766358
2017-07-11,26441.0,27200.0,26700.0,27003.0,1358988
2017-07-15,27003.0,27550.0,26987.0,27014.0,1366733
2017-07-16,27014.0,27000.0,26350.0,26954.0,402160
2017-07-17,26954.0,26862.0,25805.0,26205.0,861843
2017-07-18,26205.0,26200.0,25861.0,26059.0,278314
2017-07-19,26059.0,26665.0,25800.0,26104.0,1360861
2017-07-22,26104.0,26940.0,26150.0,26644.0,678271
2017-07-23,26644.0,27200.0,26500.0,26976.0,978983
2017-07-24,26976.0,26950.0,25820.0,26605.0,1583285
2017-07-25,26605.0,26388.0,25275.0,25302.0,1231734
2017-07-26,25302.0,25275.0,24275.0,24747.0,1265180
2017-07-29,24747.0,24629.0,24200.0,24450.0,996475
2017-07-30,24450.0,24799.0,24252.0,24391.0,671106
2017-07-31,24391.0,24730.0,24122.0,24357.0,575288
2017-08-01,24357.0,24650.0,24160.0,24390.0,983841
2017-08-02,24390.0,24550.0,24011.0,24248.0,364600
2017-08-06,24248.0,24330.0,24000.0,24150.0,576533
2017-08-07,24150.0,24800.0,24000.0,24196.0,1400482
2017-08-08,24196.0,24730.0,24001.0,24298.0,603630
2017-08-09,24298.0,24310.0,23800.0,24034.0,584098
2017-08-12,24034.0,24200.0,23525.0,23778.0,273728
2017-08-13,23778.0,24000.0,23013.0,23668.0,376014
2017-08-14,23668.0,24200.0,23065.0,23995.0,370118
2017-08-15,23995.0,24900.0,24100.0,24355.0,327959
2017-08-16,24355.0,24699.0,23882.0,24295.0,424947
2017-08-19,24295.0,24500.0,23500.0,24151.0,339422
2017-08-20,24151.0,24249.0,23800.0,24061.0,300831
2017-08-21,24061.0,24000.0,23550.0,24008.0,134428
2017-08-22,24008.0,24000.0,23500.0,23864.0,235591
2017-08-23,23864.0,24005.0,23429.0,23855.0,327973
2017-08-26,23855.0,24000.0,23400.0,23771.0,436457
2017-08-27,23771.0,23999.0,23220.0,23756.0,1214461
2017-08-28,23756.0,23777.0,23001.0,23584.0,1445764
2017-08-29,23584.0,23100.0,22570.0,22866.0,1599524
2017-08-30,22866.0,23498.0,22450.0,22988.0,2283679
2017-09-11,11494.0,11800.0,11500.0,11531.0,3577956
2017-09-12,11531.0,12107.0,11656.0,11834.0,3840026
2017-09-13,11834.0,12425.0,12425.0,12425.0,1231851
2017-09-16,12425.0,12849.0,12400.0,12689.0,1613876
2017-09-17,12689.0,12810.0,12060.0,12341.0,2707538
2017-09-18,12341.0,12399.0,11770.0,12127.0,648183
2017-09-19,12127.0,12335.0,12006.0,12199.0,385402
2017-09-20,12199.0,12329.0,12055.0,12137.0,1638329
2017-09-23,12137.0,12330.0,12080.0,12134.0,158347
2017-09-24,12134.0,12490.0,11901.0,12071.0,4225240
2017-09-25,12071.0,12674.0,12150.0,12372.0,1328019
2017-09-26,12372.0,12990.0,12950.0,12990.0,3261548
2017-09-27,12990.0,13639.0,13253.0,13610.0,13862053
2017-10-02,13610.0,13640.0,13000.0,13323.0,2424919
2017-10-03,13323.0,13500.0,13204.0,13307.0,2293858
